Stimulus_Number,file,ActorID,Age,Sex,Race,Ethnicity,audio_path,clean_path,emotion,demo,feature_exists,split
1520,1019_DFA_FEA_XX,1019,29,Male,Asian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1019_DFA_FEA_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1019_DFA_FEA_XX.wav,FEA,Male__Asian,True,train
1521,1019_DFA_DIS_XX,1019,29,Male,Asian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1019_DFA_DIS_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1019_DFA_DIS_XX.wav,DIS,Male__Asian,True,train
1522,1019_ITS_NEU_XX,1019,29,Male,Asian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1019_ITS_NEU_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1019_ITS_NEU_XX.wav,NEU,Male__Asian,True,train
1523,1019_ITS_HAP_XX,1019,29,Male,Asian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1019_ITS_HAP_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1019_ITS_HAP_XX.wav,HAP,Male__Asian,True,train
1524,1019_ITS_SAD_XX,1019,29,Male,Asian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1019_ITS_SAD_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1019_ITS_SAD_XX.wav,SAD,Male__Asian,True,train
1525,1019_ITS_ANG_XX,1019,29,Male,Asian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1019_ITS_ANG_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1019_ITS_ANG_XX.wav,ANG,Male__Asian,True,train
1526,1019_ITS_FEA_XX,1019,29,Male,Asian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1019_ITS_FEA_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1019_ITS_FEA_XX.wav,FEA,Male__Asian,True,train
1527,1019_ITS_DIS_XX,1019,29,Male,Asian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1019_ITS_DIS_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1019_ITS_DIS_XX.wav,DIS,Male__Asian,True,train
1528,1019_TSI_NEU_XX,1019,29,Male,Asian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1019_TSI_NEU_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1019_TSI_NEU_XX.wav,NEU,Male__Asian,True,train
1529,1019_TSI_HAP_XX,1019,29,Male,Asian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1019_TSI_HAP_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1019_TSI_HAP_XX.wav,HAP,Male__Asian,True,train
1530,1019_TSI_SAD_XX,1019,29,Male,Asian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1019_TSI_SAD_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1019_TSI_SAD_XX.wav,SAD,Male__Asian,True,train
1531,1019_TSI_ANG_XX,1019,29,Male,Asian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1019_TSI_ANG_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1019_TSI_ANG_XX.wav,ANG,Male__Asian,True,train
1532,1019_TSI_FEA_XX,1019,29,Male,Asian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1019_TSI_FEA_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1019_TSI_FEA_XX.wav,FEA,Male__Asian,True,train
1533,1019_TSI_DIS_XX,1019,29,Male,Asian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1019_TSI_DIS_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1019_TSI_DIS_XX.wav,DIS,Male__Asian,True,train
1534,1019_WSI_NEU_XX,1019,29,Male,Asian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1019_WSI_NEU_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1019_WSI_NEU_XX.wav,NEU,Male__Asian,True,train
1535,1019_WSI_HAP_XX,1019,29,Male,Asian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1019_WSI_HAP_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1019_WSI_HAP_XX.wav,HAP,Male__Asian,True,train
1536,1019_WSI_SAD_XX,1019,29,Male,Asian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1019_WSI_SAD_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1019_WSI_SAD_XX.wav,SAD,Male__Asian,True,train
1537,1019_WSI_ANG_XX,1019,29,Male,Asian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1019_WSI_ANG_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1019_WSI_ANG_XX.wav,ANG,Male__Asian,True,train
1538,1019_WSI_FEA_XX,1019,29,Male,Asian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1019_WSI_FEA_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1019_WSI_FEA_XX.wav,FEA,Male__Asian,True,train
1539,1019_WSI_DIS_XX,1019,29,Male,Asian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1019_WSI_DIS_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1019_WSI_DIS_XX.wav,DIS,Male__Asian,True,train
1540,1020_IEO_NEU_XX,1020,61,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1020_IEO_NEU_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1020_IEO_NEU_XX.wav,NEU,Female__Caucasian,True,train
1541,1020_IEO_HAP_LO,1020,61,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1020_IEO_HAP_LO.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1020_IEO_HAP_LO.wav,HAP,Female__Caucasian,True,train
1542,1020_IEO_HAP_MD,1020,61,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1020_IEO_HAP_MD.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1020_IEO_HAP_MD.wav,HAP,Female__Caucasian,True,train
1543,1020_IEO_HAP_HI,1020,61,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1020_IEO_HAP_HI.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1020_IEO_HAP_HI.wav,HAP,Female__Caucasian,True,train
1544,1020_IEO_SAD_LO,1020,61,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1020_IEO_SAD_LO.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1020_IEO_SAD_LO.wav,SAD,Female__Caucasian,True,train
1545,1020_IEO_SAD_MD,1020,61,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1020_IEO_SAD_MD.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1020_IEO_SAD_MD.wav,SAD,Female__Caucasian,True,train
1546,1020_IEO_SAD_HI,1020,61,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1020_IEO_SAD_HI.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1020_IEO_SAD_HI.wav,SAD,Female__Caucasian,True,train
1547,1020_IEO_ANG_LO,1020,61,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1020_IEO_ANG_LO.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1020_IEO_ANG_LO.wav,ANG,Female__Caucasian,True,train
1548,1020_IEO_ANG_MD,1020,61,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1020_IEO_ANG_MD.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1020_IEO_ANG_MD.wav,ANG,Female__Caucasian,True,train
1549,1020_IEO_ANG_HI,1020,61,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1020_IEO_ANG_HI.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1020_IEO_ANG_HI.wav,ANG,Female__Caucasian,True,train
1550,1020_IEO_FEA_LO,1020,61,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1020_IEO_FEA_LO.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1020_IEO_FEA_LO.wav,FEA,Female__Caucasian,True,train
1551,1020_IEO_FEA_MD,1020,61,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1020_IEO_FEA_MD.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1020_IEO_FEA_MD.wav,FEA,Female__Caucasian,True,train
1552,1020_IEO_FEA_HI,1020,61,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1020_IEO_FEA_HI.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1020_IEO_FEA_HI.wav,FEA,Female__Caucasian,True,train
1553,1020_IEO_DIS_LO,1020,61,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1020_IEO_DIS_LO.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1020_IEO_DIS_LO.wav,DIS,Female__Caucasian,True,train
1554,1020_IEO_DIS_MD,1020,61,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1020_IEO_DIS_MD.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1020_IEO_DIS_MD.wav,DIS,Female__Caucasian,True,train
1555,1020_IEO_DIS_HI,1020,61,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1020_IEO_DIS_HI.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1020_IEO_DIS_HI.wav,DIS,Female__Caucasian,True,train
1556,1020_TIE_NEU_XX,1020,61,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1020_TIE_NEU_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1020_TIE_NEU_XX.wav,NEU,Female__Caucasian,True,train
1557,1020_TIE_HAP_XX,1020,61,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1020_TIE_HAP_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1020_TIE_HAP_XX.wav,HAP,Female__Caucasian,True,train
1558,1020_TIE_SAD_XX,1020,61,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1020_TIE_SAD_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1020_TIE_SAD_XX.wav,SAD,Female__Caucasian,True,train
1559,1020_TIE_ANG_XX,1020,61,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1020_TIE_ANG_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1020_TIE_ANG_XX.wav,ANG,Female__Caucasian,True,train
1560,1020_TIE_FEA_XX,1020,61,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1020_TIE_FEA_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1020_TIE_FEA_XX.wav,FEA,Female__Caucasian,True,train
1561,1020_TIE_DIS_XX,1020,61,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1020_TIE_DIS_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1020_TIE_DIS_XX.wav,DIS,Female__Caucasian,True,train
1562,1020_IOM_NEU_XX,1020,61,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1020_IOM_NEU_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1020_IOM_NEU_XX.wav,NEU,Female__Caucasian,True,train
1563,1020_IOM_HAP_XX,1020,61,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1020_IOM_HAP_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1020_IOM_HAP_XX.wav,HAP,Female__Caucasian,True,train
1564,1020_IOM_SAD_XX,1020,61,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1020_IOM_SAD_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1020_IOM_SAD_XX.wav,SAD,Female__Caucasian,True,train
1565,1020_IOM_ANG_XX,1020,61,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1020_IOM_ANG_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1020_IOM_ANG_XX.wav,ANG,Female__Caucasian,True,train
1566,1020_IOM_FEA_XX,1020,61,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1020_IOM_FEA_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1020_IOM_FEA_XX.wav,FEA,Female__Caucasian,True,train
1567,1020_IOM_DIS_XX,1020,61,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1020_IOM_DIS_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1020_IOM_DIS_XX.wav,DIS,Female__Caucasian,True,train
1568,1020_IWW_NEU_XX,1020,61,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1020_IWW_NEU_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1020_IWW_NEU_XX.wav,NEU,Female__Caucasian,True,train
1569,1020_IWW_HAP_XX,1020,61,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1020_IWW_HAP_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1020_IWW_HAP_XX.wav,HAP,Female__Caucasian,True,train
1570,1020_IWW_SAD_XX,1020,61,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1020_IWW_SAD_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1020_IWW_SAD_XX.wav,SAD,Female__Caucasian,True,train
1571,1020_IWW_ANG_XX,1020,61,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1020_IWW_ANG_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1020_IWW_ANG_XX.wav,ANG,Female__Caucasian,True,train
1572,1020_IWW_FEA_XX,1020,61,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1020_IWW_FEA_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1020_IWW_FEA_XX.wav,FEA,Female__Caucasian,True,train
1573,1020_IWW_DIS_XX,1020,61,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1020_IWW_DIS_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1020_IWW_DIS_XX.wav,DIS,Female__Caucasian,True,train
1574,1020_TAI_NEU_XX,1020,61,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1020_TAI_NEU_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1020_TAI_NEU_XX.wav,NEU,Female__Caucasian,True,train
1575,1020_TAI_HAP_XX,1020,61,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1020_TAI_HAP_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1020_TAI_HAP_XX.wav,HAP,Female__Caucasian,True,train
1576,1020_TAI_SAD_XX,1020,61,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1020_TAI_SAD_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1020_TAI_SAD_XX.wav,SAD,Female__Caucasian,True,train
1577,1020_TAI_ANG_XX,1020,61,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1020_TAI_ANG_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1020_TAI_ANG_XX.wav,ANG,Female__Caucasian,True,train
1578,1020_TAI_FEA_XX,1020,61,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1020_TAI_FEA_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1020_TAI_FEA_XX.wav,FEA,Female__Caucasian,True,train
1579,1020_TAI_DIS_XX,1020,61,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1020_TAI_DIS_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1020_TAI_DIS_XX.wav,DIS,Female__Caucasian,True,train
1580,1020_MTI_NEU_XX,1020,61,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1020_MTI_NEU_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1020_MTI_NEU_XX.wav,NEU,Female__Caucasian,True,train
1581,1020_MTI_HAP_XX,1020,61,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1020_MTI_HAP_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1020_MTI_HAP_XX.wav,HAP,Female__Caucasian,True,train
1582,1020_MTI_SAD_XX,1020,61,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1020_MTI_SAD_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1020_MTI_SAD_XX.wav,SAD,Female__Caucasian,True,train
1583,1020_MTI_ANG_XX,1020,61,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1020_MTI_ANG_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1020_MTI_ANG_XX.wav,ANG,Female__Caucasian,True,train
1584,1020_MTI_FEA_XX,1020,61,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1020_MTI_FEA_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1020_MTI_FEA_XX.wav,FEA,Female__Caucasian,True,train
1585,1020_MTI_DIS_XX,1020,61,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1020_MTI_DIS_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1020_MTI_DIS_XX.wav,DIS,Female__Caucasian,True,train
1586,1020_IWL_NEU_XX,1020,61,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1020_IWL_NEU_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1020_IWL_NEU_XX.wav,NEU,Female__Caucasian,True,train
1587,1020_IWL_HAP_XX,1020,61,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1020_IWL_HAP_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1020_IWL_HAP_XX.wav,HAP,Female__Caucasian,True,train
1588,1020_IWL_SAD_XX,1020,61,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1020_IWL_SAD_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1020_IWL_SAD_XX.wav,SAD,Female__Caucasian,True,train
1589,1020_IWL_ANG_XX,1020,61,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1020_IWL_ANG_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1020_IWL_ANG_XX.wav,ANG,Female__Caucasian,True,train
1590,1020_IWL_FEA_XX,1020,61,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1020_IWL_FEA_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1020_IWL_FEA_XX.wav,FEA,Female__Caucasian,True,train
1591,1020_IWL_DIS_XX,1020,61,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1020_IWL_DIS_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1020_IWL_DIS_XX.wav,DIS,Female__Caucasian,True,train
1592,1020_ITH_NEU_XX,1020,61,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1020_ITH_NEU_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1020_ITH_NEU_XX.wav,NEU,Female__Caucasian,True,train
1593,1020_ITH_HAP_XX,1020,61,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1020_ITH_HAP_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1020_ITH_HAP_XX.wav,HAP,Female__Caucasian,True,train
1594,1020_ITH_SAD_XX,1020,61,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1020_ITH_SAD_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1020_ITH_SAD_XX.wav,SAD,Female__Caucasian,True,train
1595,1020_ITH_ANG_XX,1020,61,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1020_ITH_ANG_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1020_ITH_ANG_XX.wav,ANG,Female__Caucasian,True,train
1596,1020_ITH_FEA_XX,1020,61,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1020_ITH_FEA_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1020_ITH_FEA_XX.wav,FEA,Female__Caucasian,True,train
1597,1020_ITH_DIS_XX,1020,61,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1020_ITH_DIS_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1020_ITH_DIS_XX.wav,DIS,Female__Caucasian,True,train
1598,1020_DFA_NEU_XX,1020,61,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1020_DFA_NEU_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1020_DFA_NEU_XX.wav,NEU,Female__Caucasian,True,train
1599,1020_DFA_HAP_XX,1020,61,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1020_DFA_HAP_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1020_DFA_HAP_XX.wav,HAP,Female__Caucasian,True,train
1600,1020_DFA_SAD_XX,1020,61,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1020_DFA_SAD_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1020_DFA_SAD_XX.wav,SAD,Female__Caucasian,True,train
1601,1020_DFA_ANG_XX,1020,61,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1020_DFA_ANG_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1020_DFA_ANG_XX.wav,ANG,Female__Caucasian,True,train
